Index,Sentence,New_Tokens,True_Label,Predicted_Label,True_Targets,Predicted_Targets,True_Words,Predicted_Words
1099,when did blacks and hispanics and muslims and feminist and queers and gays and transgenders and illegals and jews gain the upper hand law according to them screw that,"### Classification:
 hate speech 

### Target Communities:
 African, Hispanic, Islam, Jewish, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African, Hispanic, Islam, Jewish and Homosexual through words 'blacks and hispanics and muslims and feminist and queers and gays and transgenders and illegals and jews",2,0,['Homosexual'],"['African', 'Hispanic', 'Islam', 'Jewish', 'Homosexual']",['queers'],[]
1100,are the dykes on tik tok having beef,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'dykes'.",2,2,['Homosexual'],['Homosexual'],['dykes'],['dykes']
1101,<user> <user> because they were ignorant retards we jews bury our dead with nothing of value,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Jewish'],['none'],"['retards', 'jews']",[]
1102,be a good little yid and hop in the oven,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'yid'.",0,0,['Jewish'],['Jewish'],"['yid', 'hop in the oven']",['yid']
1103,bamn tried to take over the national education association but apparently even cat ladies and sheboons hate them,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'sheboons'.",2,0,"['African', 'Women']",['African'],['sheboons'],['sheboons']
1104,well any guy who does not like dyke porn is no doubt gay himself,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'dyke porn'.",2,2,['Homosexual'],['Homosexual'],['dyke'],['dyke porn']
1105,refugees are the army that the no balls jews use against all gentiles its state sponsored terrorism time to revolt or die like a woman,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'refugees are the army that the no balls jews use against all gentiles'.",0,0,"['Jewish', 'Refugee']",['Jewish'],"['refugees', 'no balls jews use against all gentiles', 'die like a woman']",['refugees are the army that the no balls jews use against all gentiles']
1106,something seems all wrong about this whole thing — should not there be some retard screaming about how there culture is not her goddamn wedding dress 😂 royalwedding meghanandharry,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['None'],['none'],"['retard', 'goddamn']",[]
1107,i was talking to a co worker about the local takeaway shops and instead of saying maggots i said faggots and i am ready to go kill myself oh my god maddie,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'faggots'.",1,0,['None'],['Homosexual'],[],['faggots']
1108,anyone consider maybe the missiles were oppressed us refugees looking for asylum in syria,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['None'],['none'],['anyone consider maybe the missiles were oppressed us refugees looking for asylum in syria'],[]
1109,your thedirtiest americans people in this country the most corrupted white men women toolscorrupted thieves mark zuckerberg facebook republican leaders media trump alive who cares what you frauds con and liars think or say itsall white lies abuse delusion un ap aclu,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1110,instead of working on my current book or the other i am completely writing for my friend <user> i came up with a new one so i found a way to make arthurian legend very gay also the once and future king is a queer lady cause i said so writing arthurian legend,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1111,<user> <user> donate it to jews,"### Classification:
 normal 

### Target Communities:
 Jewish 

### Explanation:
 None",2,1,['Jewish'],['Jewish'],"['<user>', 'donate it to jews']",[]
1112,like and i had to the hedgehog would fuck themselves in the biggest nut niggers be like yeet bitch,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niggers'.",0,0,"['African', 'Women']",['African'],['niggers be like yeet bitch'],['niggers']
1113,hang all sand niggers from a tree,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'hang all sand niggers from a tree'.",0,0,"['Arab', 'Islam']",['Arab'],['hang all sand niggers from a tree'],['hang all sand niggers from a tree']
1114,i am exhausted by queers and coloreds saying shit like yes queen and i am ded wtf do these things mean,"### Classification:
 hate speech 

### Target Communities:
 Homosexual, African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual and African through words 'queers' and 'coloreds'.",0,0,['Homosexual'],"['Homosexual', 'African']",['queers and coloreds'],"['queers', 'coloreds']"
1115,i tweet for the dykes and the dykes alone,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,"['Homosexual', 'Women']",['none'],"['dykes', 'dykes']",[]
1116,i meant whigger not whither lol,"### Classification:
 hate speech 

### Target Communities:
 Caucasian 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Caucasian through words 'whigger'.",1,0,['None'],['Caucasian'],[],['whigger']
1117,unpopular opinion bitches be on niggas more than niggas be on bitches,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1118,ines is one evil bitch mafsau,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1119,big smile on my face when i think about all the college snowflakes who were so close to banning free speech persecuting white males for being white and male popularizing feminism lesbianism and forwarding the end of times how suddenly shitty their lives must be speakfreely maga gab,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'lesbianism'.",2,0,['Homosexual'],['Homosexual'],"['college snowflakes', 'popularizing feminism lesbianism and forwarding the end of times']",['lesbianism']
1120,i am pro homosexual ethnostate,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'homosexual ethnostate'.",2,2,['Homosexual'],['Homosexual'],['homosexual ethnostate'],['homosexual ethnostate']
